,title,artist,genre,year,added,bpm,energy,danceability,db,liveness,valence,duration,acousticness,speechiness,popularity,country
915,<U+30CF><U+30C3><U+30D4><U+30FC><U+30A8><U+30F3><U+30C9>,back number,j-pop,2016,1969-12-31,78.0,65.0,36.0,-3.0,16.0,34.0,314,5.0,4.0,68,japan
916,<U+6253><U+4E0A><U+82B1><U+706B>,DAOKO×<U+7C73><U+6D25><U+7384><U+5E2B>,j-pop,2017,1969-12-31,96.0,67.0,63.0,-4.0,11.0,29.0,290,29.0,2.0,68,japan
917,Turning Up,ARASHI,j-pop,2019,1969-12-31,118.0,82.0,77.0,-5.0,24.0,90.0,183,2.0,10.0,68,japan
918,<U+30CF><U+30EB><U+30CE><U+30D2>,Aimyon,j-acoustic,2019,1969-12-31,107.0,67.0,59.0,-2.0,11.0,53.0,327,26.0,3.0,67,japan
919,<U+30EF><U+30BF><U+30EA><U+30C9><U+30EA>,[ALEXANDROS],anime rock,2015,1969-12-31,135.0,96.0,51.0,-4.0,20.0,61.0,249,0.0,8.0,67,japan
920,<U+70B9><U+63CF><U+306E><U+5504>,Mrs. GREEN APPLE,anime rock,2018,1969-12-31,152.0,63.0,50.0,-5.0,10.0,31.0,307,45.0,3.0,67,japan
921,Walking with you,Novelbright,j-pop,2018,1969-12-31,93.0,97.0,42.0,-1.0,53.0,50.0,223,1.0,6.0,67,japan
922,366<U+65E5>,HY,j-pop,2008,1969-12-31,152.0,43.0,38.0,-7.0,21.0,18.0,353,68.0,3.0,66,japan
923,<U+30C8><U+30EA><U+30B3>,Nissy,j-pop,2019,1969-12-31,90.0,80.0,63.0,-3.0,6.0,72.0,232,9.0,4.0,66,japan
924,<U+7A7A><U+306E><U+9752><U+3055><U+3092><U+77E5><U+308B><U+4EBA><U+3088>,Aimyon,j-acoustic,2019,1969-12-31,108.0,71.0,57.0,-2.0,31.0,63.0,305,18.0,3.0,66,japan
925,<U+594F>(<U+304B><U+306A><U+3067>),Sukima Switch,j-pop,2004,1969-12-31,150.0,67.0,52.0,-6.0,9.0,46.0,329,55.0,3.0,66,japan
926,<U+611B><U+3092><U+4F1D><U+3048><U+305F><U+3044><U+3060><U+3068><U+304B>,Aimyon,j-acoustic,2017,1969-12-31,100.0,85.0,67.0,-5.0,9.0,79.0,235,3.0,3.0,66,japan
927,<U+30A4><U+30F3><U+30D5><U+30A7><U+30EB><U+30CE>,Mrs. GREEN APPLE,anime rock,2019,1969-12-31,93.0,92.0,53.0,-2.0,64.0,66.0,212,1.0,6.0,65,japan
928,<U+9752><U+3068><U+590F>,Mrs. GREEN APPLE,anime rock,2019,1969-12-31,185.0,89.0,31.0,-2.0,28.0,75.0,270,0.0,5.0,65,japan
929,<U+30D2><U+30ED><U+30A4><U+30F3>,back number,j-pop,2015,1969-12-31,76.0,60.0,43.0,-4.0,22.0,36.0,270,21.0,3.0,65,japan
930,<U+3072><U+307E><U+308F><U+308A><U+306E><U+7D04><U+675F>,Motohiro Hata,j-acoustic,2015,1969-12-31,79.0,45.0,52.0,-6.0,18.0,34.0,308,19.0,3.0,65,japan
931,<U+30ED><U+30DE><U+30F3><U+30C1><U+30B7><U+30BA><U+30E0>,Mrs. GREEN APPLE,anime rock,2019,1969-12-31,126.0,88.0,60.0,-3.0,5.0,90.0,214,0.0,6.0,64,japan
932,Wherever you are,ONE OK ROCK,j-pop,2010,1969-12-31,174.0,69.0,38.0,-5.0,34.0,29.0,296,3.0,5.0,62,japan
933,<U+30DE><U+30EA><U+30FC><U+30B4><U+30FC><U+30EB><U+30C9>,Aimyon,j-acoustic,2018,1969-12-31,106.0,75.0,55.0,-3.0,9.0,41.0,307,5.0,3.0,59,japan
934,Pretender,Official HIGE DANdism,anime rock,2019,1969-12-31,92.0,87.0,54.0,-3.0,14.0,37.0,327,5.0,3.0,56,japan
935,Hakujitsu,King Gnu,j-pop,2019,1969-12-31,93.0,90.0,61.0,-3.0,29.0,75.0,275,67.0,11.0,56,japan
936,<U+4ECA><U+591C><U+3053><U+306E><U+307E><U+307E>,Aimyon,j-acoustic,2018,1969-12-31,105.0,85.0,44.0,-4.0,9.0,64.0,238,3.0,4.0,56,japan
937,Yesterday,Official HIGE DANdism,anime rock,2019,1969-12-31,130.0,80.0,54.0,-4.0,40.0,56.0,299,4.0,4.0,55,japan
938,Shukumei,Official HIGE DANdism,anime rock,2019,1969-12-31,164.0,58.0,55.0,-6.0,11.0,49.0,281,2.0,3.0,53,japan
939,Machigaisagashi,Masaki Suda,anime rock,2019,1969-12-31,156.0,64.0,53.0,-6.0,39.0,44.0,224,52.0,4.0,53,japan
940,<U+65B0><U+5B9D><U+5CF6>,Sakanaction,j-pop,2019,1969-12-31,158.0,92.0,55.0,-3.0,35.0,65.0,305,0.0,7.0,53,japan
941,Sayonara Elegy,Masaki Suda,anime rock,2018,1969-12-31,155.0,93.0,47.0,-3.0,28.0,62.0,257,0.0,5.0,51,japan
942,Umbrella,King Gnu,j-pop,2019,1969-12-31,105.0,90.0,65.0,-3.0,5.0,70.0,202,38.0,8.0,51,japan
943,Hikoutei,King Gnu,j-pop,2019,1969-12-31,80.0,85.0,47.0,-3.0,33.0,49.0,262,4.0,5.0,50,japan
944,Stand By You,Official HIGE DANdism,anime rock,2019,1969-12-31,154.0,87.0,61.0,-5.0,28.0,63.0,256,1.0,4.0,49,japan
945,<U+611B><U+5504>,GReeeeN,j-pop,2015,1969-12-31,170.0,78.0,50.0,-4.0,19.0,45.0,237,11.0,3.0,48,japan
946,<U+611B><U+3092><U+3053><U+3081><U+3066><U+82B1><U+675F><U+3092>,Superfly,j-pop,2017,1969-12-31,162.0,83.0,34.0,-3.0,7.0,42.0,297,10.0,5.0,47,japan
947,Paprika,Foorin,kodomo no ongaku,2018,1969-12-31,101.0,77.0,75.0,-5.0,77.0,73.0,208,14.0,4.0,46,japan
948,Teenager Forever,King Gnu,j-pop,2019,1969-12-31,115.0,92.0,50.0,-4.0,34.0,70.0,189,7.0,11.0,39,japan
949,<U+5C0F><U+3055><U+306A><U+604B><U+306E><U+3046><U+305F>,MONGOL800,j-pop,2001,1969-12-31,116.0,78.0,40.0,-5.0,23.0,63.0,223,0.0,4.0,0,japan
950,Dance Monkey,Tones and I,australian pop,2019,1969-12-31,98.0,59.0,82.0,-6.0,15.0,51.0,209,69.0,9.0,100,malaysia
951,Memories,Maroon 5,pop,2019,1969-12-31,91.0,32.0,76.0,-7.0,8.0,57.0,189,84.0,5.0,99,malaysia
952,ROXANNE,Arizona Zervas,pop rap,2019,1969-12-31,117.0,60.0,62.0,-6.0,46.0,46.0,164,5.0,15.0,99,malaysia
953,Circles,Post Malone,dfw rap,2019,1969-12-31,120.0,76.0,70.0,-3.0,9.0,55.0,215,19.0,4.0,99,malaysia
954,All I Want for Christmas Is You,Mariah Carey,dance pop,1994,1969-12-31,150.0,63.0,34.0,-7.0,7.0,35.0,241,16.0,4.0,98,malaysia
955,everything i wanted,Billie Eilish,electropop,2019,1969-12-31,120.0,23.0,70.0,-14.0,11.0,24.0,245,90.0,10.0,98,malaysia
956,Falling,Trevor Daniel,alternative r&b,2018,1969-12-31,127.0,43.0,78.0,-9.0,9.0,24.0,159,12.0,4.0,97,malaysia
957,Don't Start Now,Dua Lipa,dance pop,2019,1969-12-31,124.0,79.0,79.0,-5.0,10.0,68.0,183,1.0,8.0,97,malaysia
958,Lose You To Love Me,Selena Gomez,dance pop,2019,1969-12-31,102.0,34.0,51.0,-9.0,21.0,9.0,206,58.0,4.0,97,malaysia
959,Someone You Loved,Lewis Capaldi,pop,2019,1969-12-31,110.0,41.0,50.0,-6.0,11.0,45.0,182,75.0,3.0,96,malaysia
960,hot girl bummer,blackbear,pop,2019,1969-12-31,130.0,56.0,78.0,-7.0,40.0,68.0,185,13.0,8.0,96,malaysia
961,Blinding Lights,The Weeknd,canadian contemporary r&b,2019,1969-12-31,171.0,80.0,51.0,-4.0,9.0,35.0,202,0.0,6.0,96,malaysia
962,bad guy,Billie Eilish,electropop,2019,1969-12-31,135.0,43.0,70.0,-11.0,10.0,56.0,194,33.0,38.0,96,malaysia
963,Santa Tell Me,Ariana Grande,dance pop,2014,1969-12-31,192.0,62.0,53.0,-7.0,29.0,59.0,204,5.0,12.0,95,malaysia
964,Lucid Dreams,Juice WRLD,chicago rap,2018,1969-12-31,84.0,57.0,51.0,-7.0,34.0,22.0,240,35.0,20.0,94,malaysia
965,How Do You Sleep?,Sam Smith,pop,2019,1969-12-31,111.0,68.0,48.0,-5.0,8.0,35.0,202,15.0,9.0,93,malaysia
966,"10,000 Hours (with Justin Bieber)",Dan + Shay,contemporary country,2019,1969-12-31,90.0,63.0,65.0,-5.0,11.0,43.0,168,15.0,3.0,93,malaysia
967,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,1969-12-31,67.0,47.0,59.0,-9.0,51.0,90.0,126,61.0,5.0,93,malaysia
968,Trampoline (with ZAYN),SHAED,electropop,2019,1969-12-31,127.0,46.0,62.0,-6.0,14.0,50.0,184,56.0,3.0,92,malaysia
969,Mistletoe,Justin Bieber,canadian pop,2011,1969-12-31,162.0,56.0,66.0,-9.0,8.0,85.0,183,50.0,5.0,92,malaysia
970,Goodbyes (feat. Young Thug),Post Malone,dfw rap,2019,1969-12-31,150.0,65.0,55.0,-4.0,10.0,16.0,175,46.0,8.0,92,malaysia
971,Jingle Bell Rock,Bobby Helms,adult standards,1992,1969-12-31,120.0,42.0,75.0,-8.0,7.0,81.0,131,64.0,4.0,92,malaysia
972,It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,1969-12-31,202.0,60.0,24.0,-8.0,12.0,78.0,152,77.0,4.0,92,malaysia
973,My Oh My (feat. DaBaby),Camila Cabello,dance pop,2019,1969-12-31,105.0,49.0,72.0,-6.0,9.0,38.0,171,2.0,3.0,91,malaysia
974,It's You,Ali Gatie,canadian hip hop,2019,1969-12-31,96.0,46.0,73.0,-7.0,19.0,40.0,213,37.0,3.0,90,malaysia
975,No Idea,Don Toliver,rap,2019,1969-12-31,128.0,61.0,66.0,-5.0,22.0,35.0,154,56.0,10.0,90,malaysia
976,Señorita,Shawn Mendes,canadian pop,2019,1969-12-31,117.0,55.0,76.0,-6.0,8.0,75.0,191,4.0,3.0,89,malaysia
977,Mean It,Lauv,pop,2019,1969-12-31,96.0,45.0,75.0,-9.0,17.0,34.0,233,4.0,9.0,89,malaysia
978,Into the Unknown,Idina Menzel,hollywood,2019,1969-12-31,145.0,41.0,32.0,-9.0,14.0,27.0,195,85.0,4.0,88,malaysia
979,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,1969-12-31,90.0,52.0,76.0,-4.0,7.0,93.0,158,53.0,6.0,88,malaysia
980,Falling,Harry Styles,dance pop,2019,1969-12-31,110.0,27.0,57.0,-7.0,9.0,6.0,240,84.0,3.0,88,malaysia
981,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,pop,2019,1969-12-31,205.0,60.0,45.0,-7.0,9.0,42.0,221,43.0,6.0,88,malaysia
982,I.F.L.Y.,Bazzi,pop,2019,1969-12-31,105.0,52.0,81.0,-5.0,13.0,55.0,166,38.0,4.0,87,malaysia
983,Adore You,Harry Styles,dance pop,2019,1969-12-31,99.0,77.0,68.0,-4.0,10.0,57.0,207,2.0,5.0,87,malaysia
984,Boy With Luv (feat. Halsey),BTS,k-pop,2019,1969-12-31,120.0,86.0,65.0,-5.0,19.0,80.0,230,9.0,10.0,87,malaysia
985,Watermelon Sugar,Harry Styles,dance pop,2019,1969-12-31,95.0,82.0,55.0,-4.0,34.0,56.0,174,12.0,5.0,86,malaysia
986,Beautiful People (feat. Khalid),Ed Sheeran,pop,2019,1969-12-31,93.0,65.0,64.0,-8.0,8.0,55.0,198,12.0,19.0,86,malaysia
987,comethru,Jeremy Zucker,pop,2018,1969-12-31,94.0,18.0,80.0,-12.0,62.0,61.0,182,61.0,6.0,86,malaysia
988,Last Christmas,Wham!,new wave pop,1984,1969-12-31,108.0,48.0,74.0,-12.0,36.0,95.0,263,19.0,3.0,85,malaysia
989,It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,1969-12-31,93.0,22.0,33.0,-11.0,34.0,36.0,207,88.0,3.0,84,malaysia
990,Takeaway,The Chainsmokers,electropop,2019,1969-12-31,100.0,51.0,53.0,-8.0,10.0,35.0,210,13.0,3.0,83,malaysia
991,Holly Jolly Christmas,Michael Bublé,adult standards,2011,1969-12-31,151.0,43.0,61.0,-9.0,9.0,74.0,122,86.0,4.0,82,malaysia
992,Before You Go,Lewis Capaldi,pop,2019,1969-12-31,112.0,57.0,46.0,-5.0,9.0,18.0,215,60.0,6.0,82,malaysia
993,I Love You 3000,Stephanie Poetri,indonesian pop,2019,1969-12-31,90.0,38.0,65.0,-8.0,39.0,41.0,210,91.0,4.0,79,malaysia
994,Psycho,Red Velvet,k-pop,2019,1969-12-31,140.0,67.0,66.0,-2.0,9.0,41.0,211,19.0,4.0,75,malaysia
995,Feelings,Lauv,pop,2019,1969-12-31,103.0,47.0,69.0,-7.0,10.0,25.0,190,9.0,4.0,73,malaysia
996,Mimpi (feat. Alif),K-Clique,malaysian indie,2019,1969-12-31,150.0,73.0,83.0,-7.0,10.0,87.0,253,53.0,29.0,66,malaysia
997,Cinta Luar Biasa,Andmesh,indonesian pop,2019,1969-12-31,136.0,23.0,58.0,-12.0,10.0,32.0,256,81.0,3.0,66,malaysia
998,Haa Tepok,MeerFly,malaysian hip hop,2019,1969-12-31,87.0,50.0,85.0,-12.0,15.0,68.0,211,66.0,31.0,65,malaysia
999,Hanya Rindu,Andmesh,indonesian pop,2019,1969-12-31,179.0,16.0,28.0,-12.0,11.0,20.0,252,89.0,3.0,65,malaysia
